precinctCode,precinct,election,percentVoting
311,MT PLEASANT 11,vhgen10,43.81
312,MT PLEASANT 12,vhgen10,45.55
313,MT PLEASANT 13,vhgen10,36.74
314,MT PLEASANT 14,vhgen10,32.31
315,MT PLEASANT 15,vhgen10,60.87
316,MT PLEASANT 16,vhgen10,72.66
317,MT PLEASANT 17,vhgen10,50.08
318,MT PLEASANT 18,vhgen10,62.41
319,MT PLEASANT 19,vhgen10,42.08
320,MT PLEASANT 20,vhgen10,52.85
321,MT PLEASANT 21,vhgen10,56.17
322,MT PLEASANT 22,vhgen10,51.35
323,MT PLEASANT 23,vhgen10,41.08
324,MT PLEASANT 24,vhgen10,50.07
325,MT PLEASANT 25,vhgen10,64.47
326,MT PLEASANT 26,vhgen10,57.42
327,MT PLEASANT 27,vhgen10,53.14
328,MT PLEASANT 28,vhgen10,55.41
329,MT PLEASANT 29,vhgen10,64.57
330,MT PLEASANT 30,vhgen10,60.05
331,MT PLEASANT 31,vhgen10,51.52
332,MT PLEASANT 32,vhgen10,50.31
333,MT PLEASANT 33,vhgen10,52.84
334,MT PLEASANT 34,vhgen10,48.26
335,MT PLEASANT 35,vhgen10,46.22
336,MT PLEASANT 36,vhgen10,45.74
337,MT PLEASANT 37,vhgen10,53.1
338,MT PLEASANT 38,vhgen10,55.51
339,MT PLEASANT 39,vhgen10,59.69
400,JAMES ISLAND 1A,vhgen10,46.31
401,JAMES ISLAND 1B,vhgen10,53.58
402,JAMES ISLAND 3,vhgen10,58.36
403,JAMES ISLAND 5A,vhgen10,55.44
404,JAMES ISLAND 5B,vhgen10,53.12
405,JAMES ISLAND 6,vhgen10,49.45
406,JAMES ISLAND 7,vhgen10,46.81
407,JAMES ISLAND 8A,vhgen10,47.56
408,JAMES ISLAND 8B,vhgen10,34.65
409,JAMES ISLAND 9,vhgen10,46.01
410,JAMES ISLAND 10,vhgen10,43.51
411,JAMES ISLAND 11,vhgen10,48.53
412,JAMES ISLAND 12,vhgen10,58.47
413,JAMES ISLAND 13,vhgen10,59.22
414,JAMES ISLAND 14,vhgen10,53.05
415,JAMES ISLAND 15,vhgen10,42.53
417,JAMES ISLAND 17,vhgen10,38.38
419,JAMES ISLAND 19,vhgen10,46
420,JAMES ISLAND 20,vhgen10,44.09
422,JAMES ISLAND 22,vhgen10,50.11
440,JOHNS ISLAND 1A,vhgen10,54.59
441,JOHNS ISLAND 1B,vhgen10,50.39
442,JOHNS ISLAND 2,vhgen10,43.77
443,JOHNS ISLAND 3A,vhgen10,49.67
444,JOHNS ISLAND 3B,vhgen10,57.2
445,JOHNS ISLAND 4,vhgen10,52.47
460,ST PAULS 1,vhgen10,55.42
461,ST PAULS 2A,vhgen10,42.12
462,ST PAULS 2B,vhgen10,50.87
463,ST PAULS 3,vhgen10,57.39
464,ST PAULS 4,vhgen10,50.07
465,ST PAULS 5,vhgen10,47.88
466,ST PAULS 6,vhgen10,50.33
501,ST ANDREWS 1,vhgen10,42.92
502,ST ANDREWS 2,vhgen10,30.95
503,ST ANDREWS 3,vhgen10,46.56
504,ST ANDREWS 4,vhgen10,45.08
505,ST ANDREWS 5,vhgen10,49.42
506,ST ANDREWS 6,vhgen10,61.76
507,ST ANDREWS 7,vhgen10,53.85
508,ST ANDREWS 8,vhgen10,48.3
509,ST ANDREWS 9,vhgen10,41.78
510,ST ANDREWS 10,vhgen10,52.92
511,ST ANDREWS 11,vhgen10,61.99
512,ST ANDREWS 12,vhgen10,61.5
513,ST ANDREWS 13,vhgen10,55.12
514,ST ANDREWS 14,vhgen10,51.2
515,ST ANDREWS 15,vhgen10,35.2
516,ST ANDREWS 16,vhgen10,49.84
517,ST ANDREWS 17,vhgen10,54.76
518,ST ANDREWS 18,vhgen10,44.14
519,ST ANDREWS 19,vhgen10,52.59
520,ST ANDREWS 20,vhgen10,40.16
521,ST ANDREWS 21,vhgen10,46.82
522,ST ANDREWS 22,vhgen10,46.81
523,ST ANDREWS 23,vhgen10,29.8
524,ST ANDREWS 24,vhgen10,40.79
525,ST ANDREWS 25,vhgen10,33.91
526,ST ANDREWS 26,vhgen10,52.88
527,ST ANDREWS 27,vhgen10,51.88
528,ST ANDREWS 28,vhgen10,48.52
529,ST ANDREWS 29,vhgen10,39.37
530,ST ANDREWS 30,vhgen10,41.25
531,ST ANDREWS 31,vhgen10,48.05
532,ST ANDREWS 32,vhgen10,52.74
533,ST ANDREWS 33,vhgen10,59.88
534,ST ANDREWS 34,vhgen10,53.67
535,ST ANDREWS 35,vhgen10,53.82
536,ST ANDREWS 36,vhgen10,49.93
537,ST ANDREWS 37,vhgen10,45.62
601,N CHARLESTON 1,vhgen10,43.68
602,N CHARLESTON 2,vhgen10,35.29
603,N CHARLESTON 3,vhgen10,53.49
604,N CHARLESTON 4,vhgen10,46.06
605,N CHARLESTON 5,vhgen10,40.66
606,N CHARLESTON 6,vhgen10,41.43
607,N CHARLESTON 7,vhgen10,33.7
608,N CHARLESTON 8,vhgen10,39.51
609,N CHARLESTON 9,vhgen10,39.24
610,N CHARLESTON 10,vhgen10,38.86
611,N CHARLESTON 11,vhgen10,51.37
612,N CHARLESTON 12,vhgen10,54.41
613,N CHARLESTON 13,vhgen10,39.22
614,N CHARLESTON 14,vhgen10,43.36
615,N CHARLESTON 15,vhgen10,27.52
616,N CHARLESTON 16,vhgen10,43.33
617,N CHARLESTON 17,vhgen10,38.25
618,N CHARLESTON 18,vhgen10,42.39
619,N CHARLESTON 19,vhgen10,37.88
620,N CHARLESTON 20,vhgen10,59.52
621,N CHARLESTON 21,vhgen10,40.07
622,N CHARLESTON 22,vhgen10,33.78
623,N CHARLESTON 23,vhgen10,43.91
624,N CHARLESTON 24,vhgen10,35.77
625,N CHARLESTON 25,vhgen10,43.45
626,N CHARLESTON 26,vhgen10,49.84
627,N CHARLESTON 27,vhgen10,32.91
628,N CHARLESTON 28,vhgen10,29.36
629,N CHARLESTON 29,vhgen10,37.61
630,N CHARLESTON 30,vhgen10,48.59
 &nbsp; ,Totals,vhgen10,47.78
4,AWENDAW,vhgen08,79.1
8,CHRIST CHURCH,vhgen08,81.53
10,ISLE OF PALMS 1A,vhgen08,81.19
11,ISLE OF PALMS 1B,vhgen08,80.03
12,ISLE OF PALMS 1C,vhgen08,83.4
32,SULLIVANS ISLAND,vhgen08,83.87
100,MCCLELLANVILLE,vhgen08,78.98
102,DEER PARK 1A,vhgen08,72.53
103,DEER PARK 1B,vhgen08,65.95
104,DEER PARK 2A,vhgen08,70.25
105,DEER PARK 2B,vhgen08,63.04
106,DEER PARK 2C,vhgen08,78.54
107,DEER PARK 3,vhgen08,76.28
110,LINCOLNVILLE,vhgen08,74.68
132,LADSON,vhgen08,68.52
173,EDISTO ISLAND,vhgen08,81.63
174,WADMALAW ISLAND 1,vhgen08,81.62
175,WADMALAW ISLAND 2,vhgen08,84.53
180,KIAWAH ISLAND,vhgen08,85.38
181,TOWN OF SEABROOK,vhgen08,88.78
184,FOLLY BEACH 1,vhgen08,75.67
185,FOLLY BEACH 2,vhgen08,80.69
201,CHARLESTON 1,vhgen08,80.28
202,CHARLESTON 2,vhgen08,80.89
203,CHARLESTON 3,vhgen08,82.11
204,CHARLESTON 4,vhgen08,71.18
205,CHARLESTON 5,vhgen08,76.43
206,CHARLESTON 6,vhgen08,69.82
207,CHARLESTON 7,vhgen08,71.53
208,CHARLESTON 8,vhgen08,69
209,CHARLESTON 9,vhgen08,68.64
210,CHARLESTON 10,vhgen08,66.63
211,CHARLESTON 11,vhgen08,66.28
212,CHARLESTON 12,vhgen08,72.9
213,CHARLESTON 13,vhgen08,74.52
214,CHARLESTON 14,vhgen08,69.28
215,CHARLESTON 15,vhgen08,58.88
216,CHARLESTON 16,vhgen08,75.05
217,CHARLESTON 17,vhgen08,79.56
218,CHARLESTON 18,vhgen08,74.59
219,CHARLESTON 19,vhgen08,75.72
220,CHARLESTON 20,vhgen08,78.79
221,CHARLESTON 21,vhgen08,79.55
301,MT. PLEASANT 1,vhgen08,81.15
302,MT. PLEASANT 2,vhgen08,74.77
303,MT PLEASANT 3,vhgen08,82.93
304,MT. PLEASANT 4,vhgen08,79.94
305,MT. PLEASANT 5,vhgen08,83.23
306,MT. PLEASANT 6,vhgen08,77.06
307,MT. PLEASANT 7,vhgen08,78.49
308,MT. PLEASANT 8,vhgen08,81.41
309,MT. PLEASANT 9,vhgen08,83.69
310,MT PLEASANT 10,vhgen08,81.96
311,MT PLEASANT 11,vhgen08,81.03
312,MT. PLEASANT 12,vhgen08,80
313,MT. PLEASANT 13,vhgen08,72.81
314,MT. PLEASANT 14,vhgen08,68.38
315,MT PLEASANT 15,vhgen08,85.89
316,MT PLEASANT 16,vhgen08,87.3
317,MT PLEASANT 17,vhgen08,79.16
318,MT PLEASANT 18,vhgen08,84.09
319,MT PLEASANT 19,vhgen08,73.14
320,MT PLEASANT 20,vhgen08,79.64
321,MT PLEASANT 21,vhgen08,78.82
322,MT PLEASANT 22,vhgen08,78.68
323,MT PLEASANT 23,vhgen08,74.41
324,MT PLEASANT 24,vhgen08,80.09
325,MT PLEASANT 25,vhgen08,85.2
326,MT PLEASANT 26,vhgen08,82.67
327,MT PLEASANT 27,vhgen08,79.6
328,MT PLEASANT 28,vhgen08,80.27
329,MT PLEASANT 29,vhgen08,84.83
330,MT PLEASANT 30,vhgen08,83.75
331,MT PLEASANT 31,vhgen08,77.9
332,MT PLEASANT 32,vhgen08,79.05
333,MT PLEASANT 33,vhgen08,82.22
334,MT PLEASANT 34,vhgen08,77.3
335,MT PLEASANT 35,vhgen08,76.96
336,MT PLEASANT 36,vhgen08,80.02
337,MT PLEASANT 37,vhgen08,79.44
338,MT PLEASANT 38,vhgen08,82.42
339,MT PLEASANT 39,vhgen08,86.73
400,JAMES ISLAND 1A,vhgen08,77.03
401,JAMES ISLAND 1B,vhgen08,77.16
402,JAMES ISLAND 3,vhgen08,79.64
403,JAMES ISLAND 5A,vhgen08,78.27
404,JAMES ISLAND 5B,vhgen08,78.93
405,JAMES ISLAND 6,vhgen08,77.4
406,JAMES ISLAND 7,vhgen08,74.93
407,JAMES ISLAND 8A,vhgen08,78.36
408,JAMES ISLAND 8B,vhgen08,68.04
409,JAMES ISLAND 9,vhgen08,70.9
410,JAMES ISLAND 10,vhgen08,72.82
411,JAMES ISLAND 11,vhgen08,76.75
412,JAMES ISLAND 12,vhgen08,81.73
413,JAMES ISLAND 13,vhgen08,83.07
414,JAMES ISLAND 14,vhgen08,82.82
415,JAMES ISLAND 15,vhgen08,76.93
417,JAMES ISLAND 17,vhgen08,72.93
419,JAMES ISLAND 19,vhgen08,73.15
420,JAMES ISLAND 20,vhgen08,72.71
422,JAMES ISLAND 22,vhgen08,76.75
440,JOHNS ISLAND 1A,vhgen08,75.63
441,JOHNS ISLAND 1B,vhgen08,72.03
442,JOHNS ISLAND 2,vhgen08,74.92
443,JOHNS ISLAND 3A,vhgen08,78.89
444,JOHNS ISLAND 3B,vhgen08,80.95
445,JOHNS ISLAND 4,vhgen08,77.36
460,ST. PAULS 1,vhgen08,81.35
461,ST. PAULS 2A,vhgen08,67.07
462,ST. PAULS 2B,vhgen08,75.5
463,ST. PAULS 3,vhgen08,80.93
464,ST. PAULS 4,vhgen08,75.89
465,ST. PAULS 5,vhgen08,74.19
466,ST. PAULS 6,vhgen08,75.99
501,ST. ANDREWS 1,vhgen08,23.49
502,ST. ANDREWS 2,vhgen08,15.43
503,ST. ANDREWS 3,vhgen08,75.91
504,ST. ANDREWS 4,vhgen08,17.04
505,ST. ANDREWS 5,vhgen08,23.92
506,ST. ANDREWS 6,vhgen08,87.08
507,ST. ANDREWS 7,vhgen08,77.29
508,ST. ANDREWS 8,vhgen08,74.77
509,ST. ANDREWS 9,vhgen08,77.16
510,ST. ANDREWS 10,vhgen08,78.67
511,ST. ANDREWS 11,vhgen08,82.53
512,ST. ANDREWS 12,vhgen08,85.76
513,ST. ANDREWS 13,vhgen08,79.31
514,ST. ANDREWS 14,vhgen08,79.7
515,ST. ANDREWS 15,vhgen08,69.18
516,ST. ANDREWS 16,vhgen08,81.26
517,ST. ANDREWS 17,vhgen08,81.4
518,ST. ANDREWS 18,vhgen08,72.19
519,ST. ANDREWS 19,vhgen08,82.83
520,ST. ANDREWS 20,vhgen08,72.26
521,ST. ANDREWS 21,vhgen08,75.13
522,ST. ANDREWS 22,vhgen08,76
523,ST. ANDREWS 23,vhgen08,68.07
524,ST. ANDREWS 24,vhgen08,75.33
525,ST. ANDREWS 25,vhgen08,68.88
526,ST. ANDREWS 26,vhgen08,79.27
527,ST. ANDREWS 27,vhgen08,80.98
528,ST. ANDREWS 28,vhgen08,77.31
529,ST ANDREWS 29,vhgen08,71.31
530,ST. ANDREWS 30,vhgen08,73.42
531,ST. ANDREWS 31,vhgen08,75.81
532,ST. ANDREWS 32,vhgen08,80.14
533,ST. ANDREWS 33,vhgen08,82.93
534,ST. ANDREWS 34,vhgen08,79.54
535,ST. ANDREWS 35,vhgen08,80.29
536,ST ANDREWS 36,vhgen08,79.01
537,ST. ANDREWS 37,vhgen08,79.67
601,N. CHARLESTON 1,vhgen08,69.95
602,N. CHARLESTON 2,vhgen08,67.24
603,N. CHARLESTON 3,vhgen08,74.69
604,N. CHARLESTON 4,vhgen08,75.56
605,N. CHARLESTON 5,vhgen08,73.61
606,N. CHARLESTON 6,vhgen08,67.13
607,N. CHARLESTON 7,vhgen08,63.37
608,N. CHARLESTON 8,vhgen08,68.48
609,N. CHARLESTON 9,vhgen08,70.08
610,N. CHARLESTON 10,vhgen08,66.3
611,N. CHARLESTON 11,vhgen08,80.5
612,N. CHARLESTON 12,vhgen08,79.53
613,N. CHARLESTON 13,vhgen08,69.3
614,N. CHARLESTON 14,vhgen08,79.4
615,N. CHARLESTON 15,vhgen08,64.95
616,N. CHARLESTON 16,vhgen08,70.89
617,N. CHARLESTON 17,vhgen08,67.93
618,N. CHARLESTON 18,vhgen08,72.09
619,N. CHARLESTON 19,vhgen08,74.53
620,N. CHARLESTON 20,vhgen08,78.92
621,N. CHARLESTON 21,vhgen08,70.84
622,N. CHARLESTON 22,vhgen08,68.11
623,N. CHARLESTON 23,vhgen08,73.58
624,N. CHARLESTON 24,vhgen08,65.79
625,N. CHARLESTON 25,vhgen08,75.37
626,N. CHARLESTON 26,vhgen08,71.55
627,N. CHARLESTON 27,vhgen08,68.1
628,N. CHARLESTON 28,vhgen08,62.21
629,N. CHARLESTON 29,vhgen08,69.53
630,N. CHARLESTON 30,vhgen08,75.8
 &nbsp; ,Totals,vhgen08,75.3
4,AWENDAW,vhgen06,52.88
8,CHRIST CHURCH,vhgen06,54.71
32,SULLIVANS ISLAND,vhgen06,68.71
102,DEER PARK 1A,vhgen06,39.66
103,DEER PARK 1B,vhgen06,48.65
104,DEER PARK 2A,vhgen06,52.52
105,DEER PARK 2B,vhgen06,41.09
106,DEER PARK 2C,vhgen06,57.57
107,DEER PARK 3,vhgen06,51.45
110,LINCOLNVILLE,vhgen06,44.39
173,EDISTO ISLAND,vhgen06,61.77
174,WADMALAW ISLAND 1,vhgen06,60.07
175,WADMALAW ISLAND 2,vhgen06,61.09
180,KIAWAH ISLAND,vhgen06,69.68
181,TOWN OF SEABROOK,vhgen06,70.41
184,FOLLY BEACH 1,vhgen06,56.25
185,FOLLY BEACH 2,vhgen06,61.82
200,MCCLELLANVILLE,vhgen06,52.14
210,ISLE OF PALMS 1A,vhgen06,60.5
211,ISLE OF PALMS 1B,vhgen06,64.79
212,ISLE OF PALMS 1C,vhgen06,67.96
232,LADSON,vhgen06,44.73
301,MT. PLEASANT 1,vhgen06,61.75
302,MT. PLEASANT 2,vhgen06,60.33
303,MT PLEASANT 3,vhgen06,60.65
304,MT. PLEASANT 4,vhgen06,56.5
305,MT. PLEASANT 5,vhgen06,64.81
306,MT. PLEASANT 6,vhgen06,54.6
307,MT. PLEASANT 7,vhgen06,60.5
308,MT. PLEASANT 8,vhgen06,62.3
309,MT. PLEASANT 9,vhgen06,60.4
310,MT PLEASANT 10,vhgen06,63.61
311,MT PLEASANT 11,vhgen06,58.96
312,MT. PLEASANT 12,vhgen06,57.52
313,MT. PLEASANT 13,vhgen06,47.49
314,MT. PLEASANT 14,vhgen06,43.13
315,MT PLEASANT 15,vhgen06,59.05
316,MT PLEASANT 16,vhgen06,69.54
317,MT PLEASANT 17,vhgen06,57.7
318,MT PLEASANT 18,vhgen06,67.24
319,MT PLEASANT 19,vhgen06,52.49
320,MT PLEASANT 20,vhgen06,58.97
321,MT PLEASANT 21,vhgen06,56.36
322,MT PLEASANT 22,vhgen06,49.27
323,MT PLEASANT 23,vhgen06,46.9
324,MT PLEASANT 24,vhgen06,53.75
325,MT PLEASANT 25,vhgen06,65
326,MT PLEASANT 26,vhgen06,58.07
327,MT PLEASANT 27,vhgen06,56.27
328,MT PLEASANT 28,vhgen06,66.88
329,MT PLEASANT 29,vhgen06,65.19
330,MT PLEASANT 30,vhgen06,63.12
331,MT PLEASANT 31,vhgen06,57.36
332,MT PLEASANT 32,vhgen06,54.81
333,MT PLEASANT 33,vhgen06,56.76
334,MT PLEASANT 34,vhgen06,51.2
335,MT PLEASANT 35,vhgen06,53.79
336,MT PLEASANT 36,vhgen06,49.78
337,MT PLEASANT 37,vhgen06,49.97
338,MT PLEASANT 38,vhgen06,59
339,MT PLEASANT 39,vhgen06,62.8
400,JAMES ISLAND 1A,vhgen06,52.26
401,JAMES ISLAND 1B,vhgen06,50.19
402,JAMES ISLAND 3,vhgen06,53.95
403,JAMES ISLAND 5A,vhgen06,63.26
404,JAMES ISLAND 5B,vhgen06,60.62
405,JAMES ISLAND 6,vhgen06,52.26
406,JAMES ISLAND 7,vhgen06,51.65
407,JAMES ISLAND 8A,vhgen06,56.57
408,JAMES ISLAND 8B,vhgen06,44.2
409,JAMES ISLAND 9,vhgen06,48.99
410,JAMES ISLAND 10,vhgen06,49.75
411,JAMES ISLAND 11,vhgen06,51.86
412,JAMES ISLAND 12,vhgen06,58.82
413,JAMES ISLAND 13,vhgen06,61.36
414,JAMES ISLAND 14,vhgen06,58.94
415,JAMES ISLAND 15,vhgen06,52.1
417,JAMES ISLAND 17,vhgen06,50.8
419,JAMES ISLAND 19,vhgen06,55.12
420,JAMES ISLAND 20,vhgen06,50.21
422,JAMES ISLAND 22,vhgen06,54.79
440,JOHNS ISLAND 1A,vhgen06,55.9
441,JOHNS ISLAND 1B,vhgen06,50.5
442,JOHNS ISLAND 2,vhgen06,52.87
443,JOHNS ISLAND 3A,vhgen06,49.79
444,JOHNS ISLAND 3B,vhgen06,54.49
445,JOHNS ISLAND 4,vhgen06,51.69
460,ST. PAULS 1,vhgen06,50.36
461,ST. PAULS 2A,vhgen06,44.84
462,ST. PAULS 2B,vhgen06,47.91
463,ST. PAULS 3,vhgen06,58.88
464,ST. PAULS 4,vhgen06,48.2
465,ST. PAULS 5,vhgen06,51.06
466,ST. PAULS 6,vhgen06,50.93
501,ST. ANDREWS 1,vhgen06,52.23
502,ST. ANDREWS 2,vhgen06,50.62
503,ST. ANDREWS 3,vhgen06,50.97
504,ST. ANDREWS 4,vhgen06,65.32
505,ST. ANDREWS 5,vhgen06,66.25
506,ST. ANDREWS 6,vhgen06,65.79
507,ST. ANDREWS 7,vhgen06,56.62
508,ST. ANDREWS 8,vhgen06,48.98
509,ST. ANDREWS 9,vhgen06,43.48
510,ST. ANDREWS 10,vhgen06,52.94
511,ST. ANDREWS 11,vhgen06,64.92
512,ST. ANDREWS 12,vhgen06,61.05
513,ST. ANDREWS 13,vhgen06,64.76
514,ST. ANDREWS 14,vhgen06,56.1
515,ST. ANDREWS 15,vhgen06,40.92
516,ST. ANDREWS 16,vhgen06,59.55
517,ST. ANDREWS 17,vhgen06,58.35
518,ST. ANDREWS 18,vhgen06,46.04
519,ST. ANDREWS 19,vhgen06,57.41
520,ST. ANDREWS 20,vhgen06,48.54
521,ST. ANDREWS 21,vhgen06,52.74
522,ST. ANDREWS 22,vhgen06,3.13
523,ST. ANDREWS 23,vhgen06,35.95
524,ST. ANDREWS 24,vhgen06,47.58
525,ST. ANDREWS 25,vhgen06,41.83
526,ST. ANDREWS 26,vhgen06,51.3
527,ST. ANDREWS 27,vhgen06,52.99
528,ST. ANDREWS 28,vhgen06,47.33
529,ST ANDREWS 29,vhgen06,51.1
530,ST. ANDREWS 30,vhgen06,50.42
531,ST. ANDREWS 31,vhgen06,50.06
532,ST. ANDREWS 32,vhgen06,55.3
533,ST. ANDREWS 33,vhgen06,58.62
534,ST. ANDREWS 34,vhgen06,57.95
535,ST. ANDREWS 35,vhgen06,55.25
536,ST ANDREWS 36,vhgen06,51.67
537,ST. ANDREWS 37,vhgen06,55.16
701,CHARLESTON 1,vhgen06,67.03
702,CHARLESTON 2,vhgen06,65.67
703,CHARLESTON 3,vhgen06,68.71
704,CHARLESTON 4,vhgen06,55.26
705,CHARLESTON 5,vhgen06,55.6
706,CHARLESTON 6,vhgen06,50.1
707,CHARLESTON 7,vhgen06,48.42
708,CHARLESTON 8,vhgen06,43.65
709,CHARLESTON 9,vhgen06,38.91
710,CHARLESTON 10,vhgen06,32.76
711,CHARLESTON 11,vhgen06,40.38
712,CHARLESTON 12,vhgen06,46.92
713,CHARLESTON 13,vhgen06,49.01
714,CHARLESTON 14,vhgen06,42.9
715,CHARLESTON 15,vhgen06,23.43
716,CHARLESTON 16,vhgen06,50.72
717,CHARLESTON 17,vhgen06,55.78
718,CHARLESTON 18,vhgen06,47.37
719,CHARLESTON 19,vhgen06,53.9
720,CHARLESTON 20,vhgen06,58.52
721,CHARLESTON 21,vhgen06,42.58
901,N. CHARLESTON 1,vhgen06,38.47
902,N. CHARLESTON 2,vhgen06,37.9
903,N. CHARLESTON 3,vhgen06,55.72
904,N. CHARLESTON 4,vhgen06,45.19
905,N. CHARLESTON 5,vhgen06,40.84
906,N. CHARLESTON 6,vhgen06,39.33
907,N. CHARLESTON 7,vhgen06,30.86
908,N. CHARLESTON 8,vhgen06,45.63
909,N. CHARLESTON 9,vhgen06,45.4
910,N. CHARLESTON 10,vhgen06,38.99
911,N. CHARLESTON 11,vhgen06,60.11
912,N. CHARLESTON 12,vhgen06,45.43
913,N. CHARLESTON 13,vhgen06,41.79
914,N. CHARLESTON 14,vhgen06,56.42
915,N. CHARLESTON 15,vhgen06,25.35
916,N. CHARLESTON 16,vhgen06,40
917,N. CHARLESTON 17,vhgen06,40.1
918,N. CHARLESTON 18,vhgen06,44.6
919,N. CHARLESTON 19,vhgen06,40.82
920,N. CHARLESTON 20,vhgen06,61.4
921,N. CHARLESTON 21,vhgen06,42.41
922,N. CHARLESTON 22,vhgen06,44.62
923,N. CHARLESTON 23,vhgen06,52.04
924,N. CHARLESTON 24,vhgen06,40.3
925,N. CHARLESTON 25,vhgen06,46.23
926,N. CHARLESTON 26,vhgen06,47.3
927,N. CHARLESTON 27,vhgen06,44.66
928,N. CHARLESTON 28,vhgen06,26.49
929,N. CHARLESTON 29,vhgen06,45.03
930,N. CHARLESTON 30,vhgen06,51.28
 &nbsp; ,Totals,vhgen06,52.83
